policy,R1,R2,R3,R4,R5,R6,R7,R8
You may designate an authorized agent to make a request on your behalf.,0,0,0,0,0,0,0,0
You may direct other individuals or third parties to share data with Apple.,1,0,0,0,0,0,0,0
"You may direct us to disclose your information to others, such as when you use our community features like the forums, 7-day leaderboard, and other social tools.",1,0,0,0,0,0,0,0
"You may direct us to disclose your information to others, such as when you use our community features like the forums, 7-day leaderboard, and other social tools.",1,0,0,0,0,0,0,0
"you may disable the collection of location data at any time via device level setting) and your log information (such as the time and duration for which the service was used, any search terms that were entered using the service and information about device and software events such as reboots, upgrades, errors and crashes).",1,0,0,0,0,0,0,0
You may disable Voice Recognition data collection at any time by visiting the Settings menu.,1,0,0,0,0,0,0,0
You may discontinue this connection at any time by logging in and managing the sharing preferences under your Withings account.,0,0,0,0,0,0,0,0
"You may do so in the EU member state of your habitual residence, your place of work or the place of the alleged infringement.",0,0,0,0,0,0,0,0
You may download the AppChoices app at youradchoices.com/appchoices to opt out in mobile apps.,1,0,0,0,0,0,0,0
"You may elect, but are not obligated, to subscribe to such features.",0,0,0,0,0,0,0,0
You may end your participation in a Motorola loyalty programme by following any steps set forth by the applicable loyalty programme rules.,0,0,0,0,0,0,0,0
"You may exercise any of the following rights:  Via the ""Profile"" ""Personal Center"" in our Products (for Product version 3.2 and later)  By emailing us at appreports@coredytech.com (for Product version before 3.2) You do not have to pay a fee and we will aim to respond you within 30 days.",0,0,0,0,0,0,0,0
You may exercise certain rights regarding your data processed by us.,0,0,0,0,0,0,0,0
You may exercise choices regarding the use of cookies from Google Analytics by going to https://tools.google.com/dlpage/gaoptout or downloading the Google Analytics Opt-out Browser Add-on.,0,0,0,0,0,0,0,0
"You may exercise these rights using your account settings and tools as described in the Your Rights To Access and Control Your Personal Data section, for example: ",0,1,0,0,0,0,0,0
"You may exercise these rights using your account settings and tools as described in the Your Rights To Access and Control Your Personal Data section, for example: By logging into your account and using your account settings , you may exercise your right to access your personal information and to understand how we collect, use, and disclose it.",1,1,0,0,0,0,0,0
"You may exercise your right to request to know twice a year, free of charge.",1,0,0,0,0,0,0,0
"You may exercise your rights at any time, subject to the production of valid supporting documents, by sending your request to NETATMO's Data Protection Officer at privacy@netatmo.com.",0,0,0,0,0,0,0,0
"You may find more information about entities involved in online advertising and additional choices you may make, including opt-out of having your information used for internet-based advertising, through the Network Advertising Initiative (""NAI"") at the NAI Service, and the Digital Advertising Alliance (the ""DAA"") at the DAA consumer choice service.",0,0,0,0,0,0,0,0
You may find the SCCs here .,0,0,0,0,0,0,0,0
You may freely choose to accept or block the above third party cookies through such banner.,0,0,0,0,0,0,0,0
"You may give or withdraw your consent at any time by deleting information, turning off device permission Settings, changing the relevant product or function Settings page, or logging out of your account.",1,0,0,0,0,0,0,0
You may give or withdraw your consent at any time of the collection and use of your personal information other than minimums use/set.,1,0,0,0,0,0,0,0
"You may give us your Identity, Profile and Contact Data by filling in forms or by corresponding with us by post, phone, email or otherwise.",1,0,0,0,0,0,0,0
You may grant or withdraw your authorization at any time for the collection and use of additional personal information.,1,0,0,0,0,0,0,0
You may have a legal right to receive this notice in writing.,0,0,0,0,0,0,0,0
"You may have certain rights relating to your Personal Information, subject to local data protection law.",0,0,0,0,0,0,0,0
"You may have the following rights, that we: correct your data if it is inaccurate or incomplete; transfer Personal Information which you have provided to us, to a third party if we are processing that data either on the basis of your consent or to perform a contract with you; delete your Personal Information, unless we are required to retain it by law, or to establish, exercise or defend legal claims, or for another one of our business purposes; and/or provide you with a copy of your Personal Information held on our current records.",0,1,1,1,0,1,0,0
You may have the following rights: ,0,0,0,0,0,0,0,0
You may learn more about how advertisers use cookies and how you may refuse them on the platform www.youronlinechoices.com .,0,0,0,0,0,0,0,0
You may learn more about opt out of any anonymous device ID collection via the privacy settings available within your mobile device.,0,0,0,0,0,0,0,0
"You may learn more about the privacy of Facebook Custom Audiences and Google Cutomer Match by visiting https://en-gb.facebook.com/legal/terms/customaudience and https://support.google.com/google-ads/answer/6334160?hl=en&ref_topic=6296507 And if you donâ€™t want to be part of these audiences, we invite you to ask for it through https://www.tagheuer.com/contact-us (Contact us, category Personal data, Updating my data).",0,0,0,0,0,0,0,0
You may lodge a complaint with the competent data protection authority regarding the processing of your personal data.,0,1,0,0,0,0,0,0
You may lodge a complaint with the relevant supervisory authority if you consider that our processing of your personal information infringes applicable  Contact details for all EU Supervisory Authorities can be found here.,0,0,0,0,0,0,0,0
You may log in to our Services using sign-in services such as Facebook Connect or an Open ID provider.,0,0,0,0,0,0,0,0
You may make a verifiable consumer request for access or data portability only twice within a 12-month period.,0,0,0,0,0,0,0,0
You may make a verifiable consumer request for access or data portability only twice within a 12-month period.,0,1,0,0,0,1,0,0
You may make such a request up to once per calendar year.,0,0,0,0,0,0,0,0
You may modify your cookie preferences in your browser settings.,0,0,0,0,0,0,0,0
You may need to direct any request to exercise your privacy rights regarding Amazon features directly to Amazon.,0,0,0,0,0,0,0,0
"You may need to provide Pebblecart.com Your Personal Information during the course of using some services of the Pebblecart.com, for instance, provide financial information while making an online purchase, participate in any online survey or contest, communicate with Pebblecart.com customer service by phone, email or otherwise, provide reviews for the content available on the Website.",1,0,0,0,0,0,0,0
You may not access unauthorized parts of the site or use the site in any way that will disrupt our services Changes We reserve the right to update this document at any time without prior notification.,0,0,0,0,0,0,0,0
You may not be able to configure your device until you have accepted our End User License Agreement and once you have done so we will keep a record of your acceptance.,1,0,0,0,0,0,0,0
"You may not be able to opt-out of Service-related e-mails.For more information about your communication preferences, see ""Your Choice Regarding Your Information""  below.",1,0,0,0,0,0,0,0
"You may not opt out of administrative emails for your registered account (e.g., emails about your transactions, policy changes, forgotten passwords, and confirmation emails).",0,0,0,0,0,0,0,0
You may not opt-out of Service-related emails which are not promotional in nature.,1,0,0,0,0,0,0,0
"You may not post unlawful, inflammatory, obscene, or otherwise threatening content to our site.",0,0,0,0,0,0,0,0
"You may not use a false e-mail address, pretend to be someone other than yourself, or otherwise mislead us or third-parties as to the origin of any comments.",0,0,0,0,0,0,0,0
"You may not use our products for any illegal or unauthorized purpose nor may you, in the use of the Service, violate any laws in your jurisdiction (including but not limited to copyright laws)."" ¨You must not transmit any worms or viruses or any code of a destructive nature."" ¨A breach or violation of any of the Terms will result in an immediate termination of your Services.",0,0,0,0,0,0,0,0
"You may not use the content of the Services in any other public or commercial way nor may you copy or incorporate any of the content of the Services into any other work, including your own website without the prior written consent of TP-Link.",0,0,0,0,0,0,0,0
You may not use these Services if applicable laws prohibit such use.,0,0,0,0,0,0,0,0
"You may not use, sub-license, duplicate, adapt, modify, translate, disclose, produce derivative works, disseminate, license, sell, lease, transfer, publicly display, publicly demonstrate, communicate, broadcast or otherwise use the NoiseFit: Health & Fitness Contents, NoiseFit: Health & Fitness Services or any part thereof (including any third-party software or APP), unless expressly permitted by the Agreement.",0,0,0,0,0,0,0,0
You may object to our processing at any time and as permitted by applicable law if we process your personal information on the legal bases of: consent; contract; or legitimate interests.,0,0,0,0,0,0,1,0
You may object to the processing of your personal data.,0,0,0,0,0,0,1,0
"You may obtain a copy of these measures by contacting the Signify Privacy Office (you will find the contact details in the below section ""what are your choices?"").",0,0,0,0,0,0,0,0
You may obtain a copy of these measures by contacting us as outlined in the section titled 'How to Contact Us' ,0,0,0,0,0,0,0,0
You may obtain a copy of these measures by contacting us as outlined in the section titled 'How to Contact Us' .,0,0,0,0,0,0,0,0
You may obtain a copy of these measures by contacting us at privacy@lifx.com .,0,0,0,0,0,0,0,0
You may obtain a list of the LIFX subsidiaries and affiliates by contacting privacy@lifx.com .,0,0,0,0,0,0,0,0
You may obtain copies of the model contractual clauses by contacting us .,0,0,0,0,0,0,0,0
You may obtain copies of the model contractual clauses by contacting us .,0,0,0,0,0,0,0,0
"You may obtain Please note that the LIFX subsidiaries and affiliates include companies in which Feit Electric has control, either through direct or indirect ownership.",0,0,0,0,0,0,0,0
"You may only use the Services for your personal, non-commercial use.",0,0,0,0,0,0,0,0
You may opt in to receive our promotive information when you use the SERVICES.,0,0,0,0,0,0,0,0
"You may opt out from receiving promotional e-mails in the future by selecting the ""Unsubscribe"" option at the bottom of every promotional e-mail.",1,0,0,0,0,0,0,0
"You may opt out of any marketing communications through the means by which we sent it for example, through an unsubscribe link if we contacted you by email.",1,0,0,0,0,0,0,0
"You may opt out of our marketing and promotional emails by using the “unsubscribe"" link provided in the email.",1,0,0,0,0,0,0,0
You may opt out of targeted advertising by: a.,0,0,0,0,0,0,0,0
You may opt out of the sale of your Personal Information by completing an online form at www.skagen.com .,0,0,0,0,0,0,0,0
You may opt out of tracking by Google Analytics by visiting > https://tools.google.com/dlpage/gaoptout?hl+en-GB .,0,0,0,0,0,0,0,0
"You may opt-out from brand marketing e-mails by following the guidance in those e-mails (typically provided via ""unsubscribe"" link) or by contacting the respective brand/affiliate as set forth in the e-mail and in their web site.",0,0,0,0,0,0,0,0
"You may opt-out from: Receiving electronic communications from us: If you no longer want to receive marketing-related emails from us on a going-forward basis, you may update your email preferences at any time by clicking the ""Manage Subscriptions"" or ""Unsubscribe"" link in the footer of any email we send you.",1,0,0,0,0,0,0,0
"You may opt-out from: Receiving electronic communications from us: If you no longer want to receive marketing-related emails from us on a going-forward basis, you may update your email preferences at any time by clicking the ""Manage Subscriptions"" or ""Unsubscribe"" link in the footer of any email we send you.",1,0,0,0,0,0,0,0
You may opt-out of location-based services at any time by editing the setting at the device level.,1,0,0,0,0,0,0,0
You may opt-out of receiving these messages at any time.,1,0,0,0,0,0,0,0
"You may opt-out of targeted advertising utilizing the Digital Advertising Alliance ("" DAA "") AdChoices Program at optout.aboutads.info.",1,0,0,0,0,0,0,0
You may opt-out of this collection by changing the settings on your mobile device.,0,0,0,0,0,0,0,0
You may opt-out of this collection by deprovisioning your Smart Appliance from your router.,0,0,0,0,0,0,0,0
You may prevent Flash cookies from being stored by following the instructions provided by Adobe at http://helpx.adobe.com/flash-player/kb/disable-local-shared-objects-flash.html .,0,0,0,0,0,0,0,0
You may prevent web usage data (including your IP address) generated by the cookie from being transmitted to Google and processed there if you download and install this Browser-Plugin ( http://tools.google.com/dlpage/gaoptout?hl=en ).,0,0,0,0,0,0,0,0
"You may provide personal data to us directly, in which case you are generally free to choose which personal data you want to provide to us.",1,0,0,0,0,0,0,0
You may provide Personal Data to us when you post information in these interactive and social features.,1,0,0,0,0,0,0,0
"You may provide personal information directly to us through interacting with the products and services, and requesting services or information.",1,0,0,0,0,0,0,0
You may provide your email address to us in order to receive updates related to Deako products and services even if you do not sign up for an Account or make a purchase.,1,0,0,0,0,0,0,0
You may reach our Data Protection Officer at dpo@furbo.com.,0,0,0,0,0,0,0,0
You may reach our European member representative at member.rep@furbo.com.,0,0,0,0,0,0,0,0
"You may reach us via the contact information to stop receiving any of the COMPANY's marketing / discount information if you would like to do so, and we will cease to send such information to you promptly.",0,0,0,0,0,0,0,0
You may read this Policy at the bottom of the homepage in our official website.,0,0,0,0,0,0,0,0
You may receive information regarding our services and products because you have provided your details to us for marketing purposes.,0,0,0,0,0,0,0,0
"You may receive notifications, text messages, reminders, emails and other electronic communications during the use of NoiseFit: Health & Fitness Services.",0,0,0,0,0,0,0,0
You may receive our or third-party email notifications and/or offers relating to products or services in which we believe you may have an interest.,0,0,0,0,0,0,0,0
You may refer to the Annexes of this Privacy Notice for more details about your rights in certain specific jurisdictions.,0,0,0,0,0,0,0,0
You may refer to the following linkage to understand how to control your cookies settings through such browsers (The content in the following linkage is English.,0,0,0,0,0,0,0,0
"You may refuse the use of cookies by selecting the appropriate settings on your browser, however please note that if you do this you may not be able to use the full functionality of this website.",0,0,0,0,0,0,0,0
You may refuse to accept browser cookies by activating the appropriate setting on your browser.,0,0,0,0,0,0,0,0
You may request a copy of the personal information we store about you by contacting us directly through the means disclosed in this Privacy Notice.,0,0,0,0,0,1,0,0
You may request a copy of these documents by contacting us at the address below.,0,0,0,0,0,0,0,0
"You may request a copy of this information or, if you have any questions relating to your Personal Data, please contact us.",0,0,0,0,0,1,0,0
You may request a full deletion of your account and corresponding data by emailing support@whoop.com .,0,0,0,1,0,0,0,0
You may request access to a copy of these safeguards by contacting us.,0,1,0,0,0,0,0,0
You may request access to the personal data we hold about you.,0,1,0,0,0,0,0,0
You may request access to your personal data and request that erroneous or inaccurate personal data be updated.,0,1,1,0,0,0,0,0
"You may request additional details about how your Personal Data is protected by us in case of transfer outside an EEA country or UK (including a copy of the Standard contractual clauses entered into with importers in the third country) by contacting us as described in the ""Contacting us"" section.",0,0,0,0,0,0,0,0
You may request deletion or inactivation of your Account by sending an email to support@rachio.com.,0,0,0,1,0,0,0,0
"You may request information about the categories and specific pieces of Personal Data we have collected about you, as well as the categories of sources from which such information is collected, the purpose for collecting such information and the sale or disclosure for business purposes of your Personal Data to third parties; ",1,0,0,0,0,0,0,0
You may request restrictions on the processing of your personal data.,0,0,0,0,1,0,0,0
You may request such notice once a year and free of charge.,0,0,0,0,0,0,0,0
You may request the deletion of your records by calling toll-free (800) 363-4490 ext.1 or by emailing us at ccpacompliance@scosche.com .,0,0,0,1,0,0,0,0
You may request the erasure of personal data.,0,0,0,1,0,0,0,0
You may request the rectification or correction of your personal data ,0,0,1,0,0,0,0,0
You may request this information by calling toll-free (800) 363-4490 ext.1 or by emailing us at ccpacompliance@scosche.com .,0,0,0,0,0,0,0,0
You may request to correct or update any of your personal information in our files.,0,0,1,0,0,0,0,0
You may request to correct or update any of your personal information in our files.,0,0,1,0,0,0,0,0
You may request to have your Personal Information deleted from our records.,0,0,0,1,0,0,0,0
"You may reset your PSID AND TIFA at any time by selecting ""Reset PSID"" on the settings menu, and once reset, your TV viewing history and Smart TV usage information will not be linked to the its previous PSID (or TIFA).",0,0,0,0,0,0,0,0
You may reset your PSID as specified in the YOUR CHOICES section of this Privacy Notice.,0,0,0,0,0,0,0,0
You may see our ads on other websites or mobile apps because we participate in advertising networks.,0,0,0,0,0,0,0,0
You may set your browser setting to attempt to reject cookies and you may still use the Service.,0,0,0,0,0,0,0,0
"You may share personal data with us when you visit us in person at our stores, stands and events; such as your name, contact details and payment information (see the section above titled ""Information you share with us"").",1,0,0,0,0,0,0,0
You may sign in to your HeyTap Account provided by the third party to use the products and services that we provide.,0,0,0,0,0,0,0,0
"You may still see ads in the App Store, Apple News, or Stocks based on context like your search query or the channel you are reading.",0,0,0,0,0,0,0,0
"You may stop or restrict the placement of cookies on your device, including third party cookies, or delete cookies previously accepted, by adjusting your web browser preferences.",0,0,0,0,0,0,0,0
"You may submit a copy of the personal information that we hold about you through our online portal, located here .",0,0,0,0,0,0,0,0
"You may submit ideas, photographs, user profiles, writings, music, video, audio recordings, computer graphics, pictures, data, questions, comments, suggestions or other content, including Personal Data (collectively, ""User Content"") on social media sites (such as Facebook, Instagram and Twitter), online blogs and forums.",0,0,0,0,0,0,0,0
You may submit your personal data with parental (or guardian's) consent to us only.,0,0,0,0,0,0,0,0
"You may submit your request by calling toll-free (800) 363-4490 ext.1 or by emailing us at ccpacompliance@scosche.com Updates to this Privacy Policy We may update this Privacy Policy from time to time, so please review it frequently.",0,0,0,0,0,0,0,0
You may subsequently withdraw your consent at any time by accessing the Privacy Choices App or in the Settings on the Smart TV without affecting the lawfulness of processing based on consent before its withdrawal.,1,0,0,0,0,0,0,0
"You may subsequently withdraw your consent at any time by visiting the Settings menu (or by accessing the Privacy Choices app, if this is available on your Smart TV), in which case your TV viewing history will cease to be processed for that particular feature or purpose.",1,0,0,0,0,0,0,0
"You may terminate these Terms of Service at any time by notifying us that you no longer wish to use our Services, or when you cease using our site.",0,0,0,0,0,0,0,0
"You may terminate these Terms of Service at any time by notifying us that you no longer wish to use our Services, or when you cease using our site.",0,0,0,0,0,0,0,0
You may turn this off at any time by going into the device settings or discontinue use of that application.,0,0,0,0,0,0,0,0
"You may unsubscribe from e-mail marketing communications at any time by e-mailing the address below in the section headed ""Contact us"" or clicking on the â€˜unsubscribe' link in any Montblanc marketing e-mails.",0,0,0,0,0,0,0,0
You may unsubscribe from our promotional email list at any time by simply clicking on the unsubscribe link included in every promotional electronic communication we send or by unsubscribing online at https://mulpass.anker.com/unsubscribe/?app=eufy-us.,0,0,0,0,0,0,0,0
You may unsubscribe it at any time with no charge.,0,0,0,0,0,0,0,0
"You may update your personal information related to your account in the Services or by contacting our Customer Engagement Center at 1""€˜877""€˜374""€˜4432 or customerservice@frigidaire.com.",0,0,0,0,0,0,0,0
You may use an authorized agent to submit a request to access or delete on your behalf if you provide the authorized agent written permission to do so and verify your own identity directly with us.,0,1,0,1,0,0,0,0
You may use an authorized agent to submit a request to access or delete on your behalf if you provide the authorized agent written permission to do so and verify your own identity directly with us.,0,0,0,0,0,0,0,0
You may use an authorized agent to submit a request to access or delete on your behalf if you provide the authorized agent written permission to do so and verify your own identity directly with us.,0,0,0,0,0,0,0,0
You may use an authorized agent to submit a request to access or delete on your behalf if you provide the authorized agent written permission to do so and verify your own identity directly with us.,0,0,0,0,0,0,0,0
"You may use an authorized agent to submit a request to access, delete and to opt-out on your behalf if you provide the authorized agent written permission to do so and verify your own identity directly with us.",1,1,0,1,0,0,0,0
You may use an authorized agent to submit a request to know or a request to delete.,0,0,0,0,0,0,0,0
"You may use social media to contact us about your Dyson products, or to let people know what you think about your Dyson product.",0,0,0,0,0,0,0,0
You may use the realme Store only after giving explicit consent to this Privacy Notice.,0,0,0,0,0,0,0,0
You may use the standard uninstall processes as may be available as part of your mobile device.,0,0,0,0,0,0,0,0
You may view and change your account data by logging in your ASUS Member account and editing your account data.,0,0,0,0,0,0,0,0
"You may view, update, or delete certain personal data at any time by following the links at www.alarm.com to your profile and address book pages.",0,1,1,1,0,0,0,0
"You may withdraw consent to Sonos and its partners' collection, use, transmission, processing and maintenance of location and account data at any time by not using the location-based features and turning off your location services in settings (as applicable) on your third party device.",1,0,0,0,0,0,0,0
"You may withdraw that consent at any time (for example, for us to send you marketing communications) by contacting us (see the section headed ""Contact us"" below).",1,0,0,0,0,0,0,0
You may withdraw your consent at any time by changing your preferences in your Garmin account or through the unsubscribe link at the bottom of our marketing emails.,1,0,0,0,0,0,0,0
You may withdraw your consent at any time by sending us an email to privacy@sonos.com .,0,0,0,0,0,0,0,0
"You may withdraw your consent at any time, and request that we cease to process your data and/or delete it, although this will not affect the validity of any earlier processing.",1,0,0,1,1,0,0,0
"You may withdraw your consent at any time, but that will not affect the lawfulness of the processing of your personal data prior to such withdrawal.",1,0,0,0,0,0,0,0
You may withdraw your consent for the processing of your personal data.,1,0,0,0,0,0,0,0
"You may withdraw your consent previously provided to us for a particular purpose by submitting a request, including collecting, using, and/or disclosing your personal information in our possession or control.",1,0,0,0,0,0,0,0
You may withdraw your consent to marketing at any time,1,0,0,0,0,0,0,0
"You may, however, visit our site anonymously.",0,0,0,0,0,0,0,0
"You may, however, visit our site anonymously.",0,0,0,0,0,0,0,0
"You may:  Request access to the personal data that we process about you;  Request that we correct inaccurate or incomplete personal information about you;  Request deletion of personal data about you;  Request restrictions, temporarily or permanently, on our processing of some or all personal data about you;  Request transfer of personal information to you or a third party where we process the data based on your consent or a contract with you, and where our processing is automated; and  Opt-out or object to our use of personal data about you where our use is based on your consent or our legitimate interests.",0,1,1,1,1,1,1,0
"You might be able to call, chat, or send us messages via social networks.",0,0,0,0,0,0,0,0
You must accept the Agreement when placing an order.,0,0,0,0,0,0,0,0
You must accept these Terms to create a Myzone account and to access or use the Myzone Services.,0,0,0,0,0,0,0,0
"You must agree this Policy to keep using the SERVICES, and your continued using of the SERVICES will be deemed as your assent to the Policy.",0,0,0,0,0,0,0,0
You must also do your part by keeping your password safe.,0,0,0,0,0,0,0,0
You must be 18 years of age or older to use the Service.,0,0,0,0,0,0,0,0
"You must carefully read the privacy policies related to services of third parties, contacting directly those parties in case of need.",0,0,0,0,0,0,0,0
You must contact the third party directly regarding updating your information.,0,0,0,0,0,0,0,0
You must have a reseller or distribution license from us before you can copy or redistribute any portion of the Services.,0,0,0,0,0,0,0,0
"You must not copy, modify or in any way reproduce or damage the structure or presentation of the Services or any content therein.",0,0,0,0,0,0,0,0
"You must provide certain Personal Data when creating an account to use our Services, such as your name, email address, username and password.",1,0,0,0,0,0,0,0
You must provide us with a copy of the signed permission you have given to the authorized agent to submit the request on your behalf and verify your own identity directly with us.,0,0,0,0,0,0,0,0
You must provide us with a copy of the signed permission you have given to the authorized agent to submit the request on your behalf and verify your own identity directly with us.,0,0,0,0,0,0,0,0
You must register your Sonos Products in order for them to work.,0,0,0,0,0,0,0,0
"You must review and agree to the additional guidelines, terms, or rules before using such Services.",0,0,0,0,0,0,0,0
You must separately opt-out on each device.,0,0,0,0,0,0,0,0
You must use the opt-out choices described herein in order to opt-out from such messages.,0,0,0,0,0,0,0,0
"You must, however, enable cookies from Omate in order to use most functions on the website.",0,0,0,0,0,0,0,0
You need to prevent unauthorized access to your Account and Personal Information by implementing and protecting your device password appropriately and limiting access to your device.,0,0,0,0,0,0,0,0
"You need to provide:your name, e-mail address, phone number, contact subject and relevant information such as fault description necessary for the after-sales service.",1,0,0,0,0,0,0,0
You need to register a HUAWEI ID to enjoy certain functions or services.,0,0,0,0,0,0,0,0
You need to register an account to enjoy certain functions or services.,1,0,0,0,0,0,0,0
You need to take all appropriate steps to protect your equipment and data against hazards such as virus attacks on the Internet.,0,0,0,0,0,0,0,0
"You need to understand that the systems and communication networks you use to access Cubot services may be subject to problems that are beyond Cubot""™s control.",0,0,0,0,0,0,0,0
"You of course have the rights to control, please see Section 7 Your Rights to Manage the Personal Information.",0,0,0,0,0,0,0,0
"You of course have the rights to control, please see Section 7 Your Rights to Manage the Personal Information.",0,0,0,0,0,0,0,0
You provide all information to us voluntarily.,1,0,0,0,0,0,0,0
YOU PROVIDE SUCH PERSONAL INFORMATION AT YOUR OWN RISK.,0,0,0,0,0,0,0,0
YOU PROVIDE SUCH PERSONAL INFORMATION AT YOUR OWN RISK.,0,0,0,0,0,0,0,0
"You represent and warrant that you are at least 18 years of age or the age of legal majority in your jurisdiction, whichever is higher, and have the right, authority, and capacity to accept and agree to these Terms.",0,0,0,0,0,0,0,0
You represent and warrant that you have all rights necessary to do so.,0,0,0,0,0,0,0,0
You represent that you are above 18 years of age and competent to enter into legally binding contracts.,0,0,0,0,0,0,0,0
"You shall have the right to lodge a complaint with the data protection supervisory authority of your habitual residence, as applicable, in case you believe that the processing of your personal information infringes any applicable regulation.",0,1,0,0,0,0,0,0
"You shall not duplicate, imitate or use our logo contained in NoiseFit: Health & Fitness Contents, any other NoiseFit: Health & Fitness trademarks that may appear in NoiseFit: Health & Fitness Services, or the overall appearance and style of NoiseFit: Health & Fitness Services without our prior written permission.",0,0,0,0,0,0,0,0
You shall not make any settlement of any indemnity claim without Our prior written consent.,0,0,0,0,0,0,0,0
You shall receive notice of such event (to the extent it occurs).,1,0,0,0,0,0,0,0
"You should also be aware that names that you give your devices (also known as "" friendly names "") may be detectable by others outside your home, so you should not use Personal Information as part of your friendly names.",0,0,0,0,0,0,0,0
"You should also be aware that names that you give your WiFi-enabled devices, home networks and services (also known as ""friendly names"") may be detectable by Linksys and by others outside your home, so you should not use Personal Information as part of your friendly names.",0,0,0,0,0,0,0,0
"You should also be aware that names that you give your Wi-Fi-enabled devices, home networks and services (also known as ""friendly names"") may be detectable by others outside your home, so you should not use Personal Information as part of your friendly names.",0,0,0,0,0,0,0,0
"You should also be aware that names that you give your Wi-Fi-enabled devices, home networks and services (also known as ""friendly names"") may be detectable by others outside your home, so you should not use Personal Information as part of your friendly names.",0,0,0,0,0,0,0,0
You should also understand that some features of the Motorola website might not function properly if you do not accept cookies.,0,0,0,0,0,0,0,0
You should always review your privacy settings on third-party websites and services before linking or connecting them to our Website or Service.,0,0,0,0,0,0,0,0
You should at all time be aware of the terms of use and privacy policy that applies to the third party social network and are of its exclusive responsibility. d.,0,0,0,0,0,0,0,0
"You should be aware that personal information which you voluntarily include and transmit online in a publicly accessible blog, chat room, social media platform or otherwise online, or that you share in an open forum may be viewed and used by others without any restrictions.",0,0,0,0,0,0,0,0
"You should be mindful of the security of your computer or mobile device, and prevent unauthorized third parties from opening your Minut Mobile App and Online Dashboard.",0,0,0,0,0,0,0,0
You should be more careful and view the privacy statements applicable to the third-party websites and services used.,0,0,0,0,0,0,0,0
You should bookmark and periodically review this page to ensure that you are familiar with the most current version of this Policy.,0,0,0,0,0,0,0,0
"You should carefully and diligently review the terms and conditions and privacy policies of those third party products and services, and we will consider your decision to use those third party products and services with our Products and Services to be a representation to us that you have consented to the third parties' terms and practices.",0,0,0,0,0,0,0,0
"You should carefully review the privacy notice of any third party before providing them with your Personal Information. with service providers, advisors or other third parties to the extent reasonably necessary to proceed with the negotiation or completion of a merger, acquisition or sale of all or a portion of our assets.",0,0,0,0,0,0,0,0
"You should carefully review the privacy notice of any third party before providing them with your Personal Information. with service providers, advisors or other third parties to the extent reasonably necessary to proceed with the negotiation or completion of a merger, acquisition or sale of all or a portion of our assets.",0,0,0,0,0,0,0,0
You should carefully review the privacy policy of any website you visit.,0,0,0,0,0,0,0,0
"You should carefully review the third party privacy policy and other documents before connecting your product to the third party service.Or, for example, you may have the option to ""Like""  or ""Follow us""  on social media and that action may be posted to your timeline, visible to your friends or followers or otherwise shared publicly.",0,0,0,0,0,0,0,0
You should carefully review their policies to determine how they will treat your data.,0,0,0,0,0,0,0,0
"You should carefully review third parties' privacy policies before using their products, and before connecting them with your Dyson connected product.",0,0,0,0,0,0,0,0
You should carefully review those privacy policies before you use these sites to make sure that you are happy with how your personal data is being collected and shared.,0,0,0,0,0,0,0,0
You should carefully review those privacy policies before you use these websites to make sure that you are happy with how your personal data is being collected and shared.,0,0,0,0,0,0,0,0
"You should choose a password which you do not use on any other site, and you should not share it with anyone else.",0,0,0,0,0,0,0,0
You should consult this Privacy Policy regularly for any changes.,0,0,0,0,0,0,0,0
You should consult your web browser to modify your cookie settings.,0,0,0,0,0,0,0,0
You should contact the manufacturer of such Non-Ai-Sync Fan/Light Products for information regarding such Non-Ai-Sync Fan/Light Products.,0,0,0,0,0,0,0,0
You should contact these carriers if you would like to know the details on how your Personal Data will be collected and processed by them.,0,0,0,0,0,0,0,0
You should contact your Authorized Service Provider directly to make changes to its records.,0,0,0,0,0,0,0,0
You should ensure that all personal data and SPDI submitted is accurate.,0,0,0,0,0,0,0,0
You should exercise caution and review the privacy statements applicable to the third party websites and services you use.,0,0,0,0,0,0,0,0
You should familiarize yourself with the privacy policies of the third party before sharing your information.,0,0,0,0,0,0,0,0
"You should keep your account login information confidential, and make sure any wireless connections to our Services are secure.",0,0,0,0,0,0,0,0
"You should know that when HUAMI shares your personal information with a Third Party Service Provider under any circumstance described in this section, HUAMI will contractually specify that the third party is subject to practices and obligations to comply with applicable local data protection laws.",1,0,0,0,0,0,0,0
"You should never ignore medical advice or delay seeking medical advice due to any content of NoiseFit: Health & Fitness Services, or use any content of NoiseFit: Health & Fitness Services to diagnose or treat your health problems.",0,0,0,0,0,0,0,0
You should read that website's privacy policies to understand how personal data that is collected about you is used and protected.,1,0,0,0,0,0,0,0
You should refer to the Authorized Service Providers' privacy notice for more information on the Authorized Service Providers' privacy practices.,0,0,0,0,0,0,0,0
You should review this Policy from time to time so you are familiar with the most current version.,0,0,0,0,0,0,0,0
You should understand data via online transmission is not completely secure.,0,0,0,0,0,0,0,0
"You should understand that your mobile phone, computer and other electronic devices are susceptible to attack from third parties.",0,0,0,0,0,0,0,0
You should visit the websites of our analytics partners for more information about how they use and protect non-PII.,0,0,0,0,0,0,0,0
You should visit this page regularly to review the current terms.,0,0,0,0,0,0,0,0
"You should, therefore, review the privacy policies and practices of such third parties prior to agreeing to receive such information from third parties.",0,0,0,0,0,0,0,0
You then use your Polar Flow username to log on to the Polar Flow app.,0,0,0,0,0,0,0,0
